class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
y,@ScuthernBeauty,"Model, Nurse, & Mama of Cherish. @WalkingThor's Princess. [ANY Fandom/Roleplay 21+] {NOT @AshAlexiss}",Bella Leblanc,197,1021,984,2988825264
y,@MixMylicious,"Welcome To My Crazy Planet 'Duchess & Her Fro'..I Live In A Fairytale Carriage.So I Shall go the ball After All? Mum,A Nurse Nurse & Wife..I'm Zzzz",Duchess & Her Fro,19422,1019,1004,3387225243
n,@fargoscargo1,"NATIVE AMERICAN #Fargo
VETERAN OF VIETNAM
WRITER... NURSE...  ARTS",RED SHOES..#FARGO,80,1012,1291,3315122983
n,@steveshaw1979,"I run, I write, I write some more...I have a rest day. A little on the crazy side, probably due to being a Dad, stepdad, hubby and nurse in real life!",stephen shaw,31,1008,936,4426164575
y,@ManorRdGoods,"Healthcare professional - nurse, midwife and health visitor turned interior and fashion designer. Founder of Manor Road - Gaelic Influenced Products",Helen van Terheyden,2552,1001,948,3137188090
n,@StudentNurse_UK,"https://StudentNurse.NET is a support network for aspiring nurses, student nurses and nurses. Thinking of becoming a nurse? Join us for free for total support.",StudentNurse,230,1001,1016,3290162200
n,@keepinupwithni,photographer | #CAU20 | future nurse | email me for photoshoot information and rates | keepinupwithni@gmail.com |,nia_,14312,1000,697,2434613701
y,@kiwikiwipee,"18| Filipina | Unica Hija | Archer | Student Nurse__ | PRO-LIFE ADVOCATE | Divergent | Shoe Collector |
 IG: @KIWIKIWIPEE",Genesa Ulep,4035,1000,1029,2435296543
n,@_WhiskeyDarlin,"Avi&header is mine. I walk the line. Whiskey is therapy. Sweet little southern Illinois. If you don't like guns or beer, you're not my type. Nurse to be.",BackwoodsBeautyQueen,1962,1000,1200,2557761943
y,@SallyJoBradley1,"Registered nurse specializing in aesthetic procedures, 34 years experience as an RN.I have seen great advances in cosmetic procedures over the years.PHBA/ AQHA",Sally Jo Bradley RN,8520,1000,1997,3004184690
n,@Jirianranj,fix your eyes on Jesus _ future nurse,Jillian,18942,991,863,2368376690
n,@PoeticGoddness,"Im poetic! I l#NEIU I like girls ___  | 20 | Beautiful | Single __| #M4L  Nurse 2 B |January 24__| #TTO #GoddnessLove #Team__ #GirlLover #Unique
 #DRE_MLXRDZ",Malieka Irby,3532,990,421,2958242235
n,@aasthatwitting,Nepalese GirlFoodieNovel WormFuture Nurse,Aastha __,13996,989,31,2449940097
n,@kristenmooody,He is first _ Corsicana 16' _ Future nurse _ __ _ #LongliveQuanLongliveDenim _ I'm 17 & 5'1 sorry __ IG/kmoodss2 _,kmoods,15185,989,677,2773832583
y,@oswin_claire,Mental Health Nurse/defender of animals/introvert/tattooed/TWD/Norman Reedus/ Ross Marquand /WSCLONDON DISABILITY TEAM VOLUNTEER __,TWDClaire,7730,984,1299,2760722931
y,@nursing_dp,"nursing, schools, travel nurses, nurse, midwives,",Nursing DP,5439,983,1917,2525687706
y,@Aki__Nijou,"Aki is the School Nurse and Staff Advisor at Tenbi Academy {OpenRP, OpenDM, AnyRP} #Single",Aki Nijou,4488,983,396,3190128300
n,@abcdef__jee,devg___future nurse anesthetist,janiya_,22868,982,581,2612042207
y,@just_drew_me,Exploring the other side of me. Malibog. Candian/US/PH Registered Nurse/Travel Nurse. Aspiring photographer. Trying hard Chef. Poet,Justin Drew,3414,977,507,3221798299
y,@neil_catherine,ICU Nurse turned Health Administrator. Novice writer. Home based cosmetics business.Obsessed with quality health care as a basic human right .,Catherine Mac Neil,1114,969,816,3041120559
y,@EZannuti,"A nurse, in community. A LESS GOVT GUY. HATES BULLIES in govt & law enforcement. FOR THE CONSTITUTION/RULE OF LAW. HUMANITY MATTERS !",Emilio Zannuti,3453,967,2294,3838787255
y,@PetRosewood,We are a dog boarding and training facility on a private forested 10-acre property staffed by certified dog trainers with a Registered Nurse on site.,Rosewood Pet Resort,50,965,0,3045361472
y,@ObstetricsRN,"Welcome to the mind of a labor & delivery nurse. Yours truly xoxo

#untoldstoriesoflabor",Labor & Delivery RN,607,964,1743,3008933396
y,@muchirijoyce1,Nurse and proud mother of two,Joyce Muchiri,786,964,1990,3128498087
y,@AbbyHespah,"Hospice Nurse, Mother, Wife, Meditator, Aspiring Writer for Elephant Journal, Rebelle Society and blogger for Huffington Post.",Abby Pingree,168,962,2011,2877673123
n,@ohiamjessica,| it was all too easy | pretty girl | future nurse practitioner | dreams come true __,simple __,10085,953,1322,2750647424
y,@V_ofPSE,"Project Sole Expressions, we specialize  in shoe decals for fashionistas who live outside the box....#Nurse # mother # entrepreneur #makeupqueen",PSE,1035,951,1116,2497801094
y,@LiveAsQueenAnne,"Proud Mom, Registered Nurse, Self Proclaimed Career Change Specialist and Ganoderma Expert.http://lifeofqueenanneblog.weebly.com/",Anne Kolsky,459,951,1950,2740990454
n,@LynnieceMiss,"life story still being written__..
~college bound 
~Future Nurse Practioner",shay Lynniece,219,951,1886,2916333185
n,@RNRecruiting,"Are you a traveling nurse looking for the right opportunity? Then I'm the recruiter you've been looking for. 407-591-3916
Cwilson@jacksonnursing.com",Caitlin Wilson,40,951,35,3149745694
y,@PatriciaLindbe3,Stay at home mom with 2 beautiful daughters!  Retired Nurse,Trish A.,915,950,1887,2439443239
n,@kbdpgela,i'm a fool to let you break down my walls,finding gela,17864,949,644,2893670738
y,@jaretblidook,"Dad, Nurse. Not a hater. I desire to live with integrity, honesty, compassion, truth, and wisdom.  Maybe I'll run for politics someday.  Like to vote?",Jaret Blidook,1466,940,1986,2754126508
y,@nursingstat,"Family 1st, but after that, Nurse. Just a girl that loves to help people. Founder of http://www.cuttingedgece.com continuing education for nurses FREE CE CEUS .",Michele Hackett,1788,939,1654,2753034560
y,@4wrapstolive,"Life Coach,Retired Nurse, Marriage Officiant, Law Student and Independent Distributor @ItWorksGlobal I just love people period!",Crystal Melville,253,936,1642,2490961710
y,@downtownlesbos,"just me. Engaged  to @Sun_sideUP tattooed, atheist, bartender, nurse, jeep drivin lesbian mama #feelthebern__",CJ,4094,936,796,2812424461
y,@WhiteJacketPink,"Registered Nurse. RN, MSN, MBA.   Master Science Nursing, Master Business Administration. TRUMP all the way!  President Trump.",Robin,9675,935,838,4237277387
n,@Crashnebula14,Hiatus __: @Z0D14CL30 (lesbian) I am the pranking master. Con Air sucks. Skype: crashnebula20 Kik: crashnebula20,(Nurse!)Joan Egderp,2212,931,1924,3018834633
n,@my_vetnurse,Prevention is better than cure and we as veterinary nurses aim to provide pet owners with preventative healthcare advice on all aspects of pet care.,My Veterinary Nurse,219,928,1674,2786260089
y,@buckiewitmer,Transplant nurse,Rosemary Monger,44,928,1047,3055338007
y,@staffing_agent,"staffing, Icon, Agency, Medical, Nurse, Process, Event,",Staffing AGENT,5479,926,1892,2574531919
y,@lilklee821,Hey wats up everyday my name isaac marcelin aka lil klee I am a music artist and nurse I have a life a head of me im ready for it,Isaac Marcelin,1634,922,2158,3025480653
y,@BabsGreenEyes,"Yes, I'm a nurse. No, I don't want to look at it. *Formerly @quityerbitchen*",Nurse Babs,1760,921,1227,2834670200
y,@CoriBush4Senate,Pastor | Activist | Nurse | Mother,Pastor Cori,943,914,588,2730863156
y,@ElaineMenshouse,"Mom, nurse, fan of TWD, Norman Reedus and Boondock Saints. Try to look for the positive in everything.",Elaine,12932,908,812,2439356258
y,@srickenberg,"Nurse. Lover of books, movies, music, singing, traveling, and trying new things. LOVE to laugh! Not all who wander are lost. Outlander #ClanCahonas Tough Mudder",Sarah,11932,905,895,3202087895
y,@NCariddo,"Screenwriter, Storyteller- ...the powerful play goes on and [I hope to] contribute a verse... oh & Nurse Practitioner & College Professor & Marathoner",Nick Cariddo,640,904,1972,2395434437
n,@nicolewest37,"God's Gift , Soon to be pediatric nurse__",Nicole__,27600,904,784,2664490200
n,@savageonsite,Official Account Of Montez Young | Student Athlete | TN Class of 2016 | Blackman High Football #29 |Future Nurse,T E Z,4,904,898,2958823569
y,@PBB_TeamJayme,Devoted daughter ng Las Pias | Thomasian | Nurse,Jayme Jalandoni,999,903,201,2473296008
n,@LipNurse,Latest and best in #cosmetic #medicine from a friendly professional - London & home counties #botox #beauty #aesthetics #politics #comedy #piano #classicalmusic,Lip Nurse,498,901,1331,2631596277
y,@jessica_kimchi,hello! I'm a nurse that specializes in urology and mental health I'm going back to school to get my doctorate degree:),Jessica Kim,121,901,113,2880996827
y,@JoannaSapida,Registered Nurse. Clinical Research Manager. Healthcare Advocate.,"Joanna Sapida, RN",4667,899,2027,2474957822
y,@Yourfitnurse,I love the life i live.. & So should you!! 22 years young. Nurse (RN) (BSN) that lives for the fit and healthy lifestyle while on the road.__,HealthyTravelNurse,998,898,756,2391284232
y,@jobodyrn,Registered Nurse. Promoting anti-aging products. Put your best face forward and your body too by following my link!,Jo BizzyRN,1187,893,1934,2748006518
y,@LDNNURSE,#Nurse living and working in the great capital of #London. All views are my own! #nursecommunity,Mr Nurse,419,884,1796,2420199994
n,@__dejamichelle,Queen De__ Nurse in training'18,FEBRUARY 21ST___,6956,883,1731,2359470034
y,@JoeKellyMP,"State Member for Greenslopes. Former Local nurse, local dad and community builder.",Joe Kelly,559,883,341,2489142084
n,@Abette77Amanda,,Amanda,228,883,1882,2981326450
y,@SiskaSiskahattu,"nurse was sincere in serving patients sick, even if there is no time to be with friends, but it was my nurse",SiskaMoreNa___,518,881,934,2932683637
y,@Hunter873J,"Nurse, housewife, mother, enjoys reading, walking, cooking and drinking champagne.",J Hunter 21,160,879,869,2780484508
y,@bturner72812,"I'm a wife, entrepreneur, nurse, mom of 4 and a veteran of the U.S. Army. I enjoy helping others live healthy lives. Live the life you deserve today!",Brenda Turner,1245,879,2063,2796821726
y,@nursie6,"Nurse 3 kids,3 Chickens one Hamster. Golf and football for fun. All views my own",Nursie,7420,875,1323,2547056127
y,@jarheadrn2gmail,"Former Marine, Retired Registered Nurse.",Thomas W Fowler,1845,875,1863,2555826158
y,@mirandafraun,"Busy mom, wife, nurse, and independent consultant with Rodan + Fields. Changing skin, changing lives!",Miranda Fraundorfer,177,871,1959,3240325074
y,@puravidanaples,"Medical Spa run by a Physician & Nurse Practitioner. We specialize in Botox, Fillers, Coolsculpting, iLipo, Vein Treatment & Hair loss treatments!",Pura Vida Med Spa,64,871,15,4173006299
y,@AlleySara,"Author of Ghost Town, a new young adult paranormal romance. Wife, mother of three, nurse, and animal rescue advocate.",Sara Alley,196,870,1265,2800677450
y,@JenJasmin75,Registered school nurse. I love Jesus and never turning back. Most of my tweets are biblically related.__ The Word of God(Bible) is my religion. #JesusSaves,Jen Jasmin,5705,870,1000,2927245787
n,@JericahMarie_,Take a Journey With Christ__ favor follows me_APSU | Future Nurse Anesthetist,favorfollowsme_,4877,870,638,3086780736
y,@StlMagnolia1,Nurse MSN-FNP I'm sick of Politicians-The true definition of insanity - voting for the same Party and expect things to change,Laura Edstrom-Smith,13179,867,546,3537940462
y,@LivinNCin,American Woman / Nurse / @OhioUBusiness & @UCNursing Alum / Reds Bengals & Wolverines fan / #health #fitness #gunSense #climateChange #ImWithHer / Tweets r Mine,Lisa,3482,865,1377,2438517841
y,@SkyeBlaak,"nurse, entrepreneur,college student,stock holder",Skye Blaak,2805,864,837,2721935125
y,@Loritrufit,Im a nurse & I also am a Plexus Ambassador,Lori Jacobson RN,674,864,1604,2749825539
n,@superrmaxine_,future nurse; red & white,maxine _,13219,863,109,2549926261
n,@BadAdviceNurse1,"#BadAdviceNurse Guarenteed to make you laugh...or get you fired (Not affiliated with any institution. Dont do as we say, or as we do) #supporterofworkplacenaps",Bad Nurse,149,860,17,2438490315
y,@jshelp84,"nurse, mom of 2, i love the sun the beach and wine ....cheers!",jess,736,856,948,2391454641
n,@nurseauthors2,You can't make this shit up!!! Check out Nursing Raw and Uncut! http://Amazon.com #nursingrawanduncut A nurse is meant to save your ass not kiss it!,Stella & Helen,361,856,1989,2970967977
y,@ArizonaNurse,"BSN,RN! Married to the best. Here to share my journey of being a new grad ED nurse! *views are my own and do not reflect my employer*","Arizona,BSN,RN",416,855,304,2453977016
y,@AtkinDiana,Professional MMA Fighter #ER Registered Nurse #Advanced Personal Training Certification #Instagram dianabooollll #Manager @Banzukeathletic,Diana Atkin,689,852,1970,2422806294
n,@daysharena,Your future Dentist & Nurse __ SC...daysharena,MRch26__,16206,852,693,2909392207
y,@gotghost5,#GACFamily Little obsessed with the hotness called Zak Bagans. Just a single mom and registered nurse with secret love of dark things nightmares are made of.,JessLuvsZak,4876,851,1292,2436238476
y,@MissLeahCooke,Nurse _ Promo Grid Girl _ Gym Addict  SC: leahcooke4 INSTA: _leah_cooke,Leah,626,850,501,3100181069
y,@LaToyaLemons,A Foodie  Cancer ___ Nurse...  Finally accepting that I'll always be a Pretty Plus Size woman,LaToya Lemons,4181,847,1967,2360675318
y,@Nonnie_Linda,Taking care of others at work and at home by the beach in South Jersey,Nurse Linda,7467,845,1153,2496018341
n,@PriaCelestee,Nurse Tech. Add sc/ig:@priacelestee,baby p.,8377,843,809,2398402075
y,@itsclaremarie,"RN. Telemetry. CA girl. kind heart, fierce mind, brave spirit.",Nurse C,2673,843,931,2398770674
y,@AuthorGSarpong,"Twin Mom, Author, Poet, Registered Nurse, Catholic.
Author of A Tale of the Legendary King and His Twin Princesses http://amzn.com/0996246800 #hiddentruths",Genevieve Sarpong,539,842,1586,2678700505
n,@andreawiley_,obsessively opposed to the typical -- your future nurse _#StayHumble,Andrea Brooke Wiley,5853,839,898,2360176868
y,@AlexIrvineYork,"Advanced Nurse Practitioner (Dementia) RMN & BIA. 
I have dyslexia. Views are my own, RT's are not endorsements.
Work for #TEWV #York 
See LinkedIn acc.",Alex Irvine,4480,838,1220,2428418201
y,@ThePrayingNurse,"Family Nurse Practitioner, DNP. Aim to provide insight, encouragement and talk about all things nursing. Believer in the power of prayer!",Janie Owens,751,838,2013,2686354584
y,@AnonLadyRN,"I'm the girl on the right in my avi; Nurse; Stage 4b cancer; Who I love shouldn't be an issue for you, or anyone else.","___ Lady, RN ___",4345,836,129,3015181751
y,@Scrubsandsquats,Nephrology/medsurg nurse. Photographer. Mother. Lifting. Wine. Crossfit. Find me in the dictionary next to 'adorkable'.,Scrubs&Squats,1245,834,310,2780007776
n,@BareroRose,"STUDENT NURSE ,DARRENATIC ONLY",pham'mosuela,13046,834,259,2829808723
y,@GlamNurse614,"Disciple of Christ, Wifey, Mamacita, Aesthetic Nurse.",Kimberly Arnold,395,834,358,2848190051
y,@MamaMMcCall,"Single mother of one, Scott McCall. A nurse at Beacon Hills Hospital. And...oh yeah...my son is a werewolf. //single(duh)// #TeenWolf #RP",Melissa McCall,461,831,1083,2649405499
n,@Aaryon_Nurse,__Its Funny How People Come &' Go__,Aaryon Nurse,650,831,1851,3112269963
y,@jwhorsley,Critical Care Nurse I SSU/PHS Grad | Proverbs 3:5-6 | @marleymcc,JW Horsley,6731,828,847,2568389379
n,@eneaangela,FEU-NRMF Student Nurse | 2018 SanDiego | Never give up on your dreams | Travel,Enea,23853,828,692,2719657194
n,@miguelkaAllie,"optimistic opinionated not arrogant but confident, a christian, soon to be a sister nurse, song writer, fashion lover, poet, ambassandor of reading a book club,",sibongiseni mzileni,1484,823,811,2387851996
n,@Jada_btw,Future Neonatal Nurse__JauanMyBestie__,#Jada__!,12454,823,657,2899996084
n,@Logan_A_Gates,"Proud student of SICTC, member of HOSA, and I'm planning on being a Registered Nurse. I'm also a gamer. My gamertag is AxillaryData62.",Logan Andrew Gates,285,823,1587,3700965975
y,@lundgrenmall,Wife/Mom/Nurse/Pet Owner/Online shopping mall business/Isagenix/YoungLiving/,Heidi Lundgren,304,822,1941,3309858658
y,@debilesigger25,"Shower singer, closet dancer and Registered Nurse Extraordinaire. Movies are my escape and music is my home. Also I like One Direction. More than a little bit.",Shay Southard,124,821,83,2891766671
y,@nanciesuzan,"A nurse by proffesion,loves life n having fun.without forgeting music,makes my world go round.",Nancy Achieng,446,820,1864,2912941138
n,@1f466e0965924bb,"Live one day at a time.That's my motto
Because today is all we are promised!!!",Paulette M @nurse 67,434,820,2062,3312754423
y,@crystaljordan94,er veterinary nurse full time- student full time- passion for the outdoors and anything with an engine.,J O R D A N ___,1497,819,617,2381000164
y,@CApparitionSE,Founder of CASE.  Nurse/Paramedic by day and paranormal investigator  by night. mail4case@Yahoo. com,C.A.S.E.,646,815,362,2865829517
y,@LaReinanurse1,"Full-time Mother, Nurse, Student and member of Nevaeh Chapter #797, Chicago, IL I love anything regarding volun,vegetarian & fitness. ISSA Cert.Personal Trainer",Fitness Nurse,3924,813,604,2581091725
n,@Nurse_Gerard,~mv/ gay/ rp/ mpreg able/20~ ** 5VERSES** @lonesomeghostie,Nurse G,22180,813,780,3154607558
y,@angelhart1988,"I'm a Scorpio , I love to meet new people and make new friends I'm a nurse",Sheila Broussard,412,811,2178,2812466487
y,@HeeeeyPril,Nurse April,April Chloe Grace,2772,809,326,2660328946
n,@hevmariee,"Stay Classy & Fabulous __| 19. | Future Nurse. | Weslaco, TX.",hev. __,8558,807,646,2384755423
y,@JrtrippjrR,"CHRISTIAN, NRA, NURSE, U.S NAVY HT3  AND ARMY NATIONAL GUARD SPEC 4 MP VETERAN , MARRIED 26 YEARS.",JOSEPH R. TRIPP,62,806,2032,4765223910
n,@camoprep,I'm proof that a country girl can survive & look good doing it~Avi is me! Taken by an amazing man. __,Country Girl Prep,7781,803,527,2808092164
n,@D_Desss,Cameron Lyndell Hawkins. Future neonatal nurse,Freeahmad__,24420,801,953,2450731027
y,@PregWorld,"Wife & mother of a beautiful child. Blogger, nurse, pregnancy & parenting adviser. Please, visit my site and Facebook page at https://www.facebook.com/pregworld.org/",Emma Green,157,801,3111,4003878135
n,@teejaaayasf_,"| Houston , Mo city |19| Future Nurse | Rip Kaybee, Tee & LaRose __ | Snapchat teelocccc |",October 21_____,3072,799,823,2886662064
n,@iam_taraa,Somewhere happy & living my dreams __ Future RN | Neonatal Nurse ___,2|18,13144,797,382,2553493052
n,@blairalexisss,Stay pretty. Be educated. Dress well. Get money. Arizona State University. Future Nurse. ___,Blair Alexis,2517,797,373,2808506911
y,@lory_pixie,"love chocolate, traveling, music, football....nurse, 21, from Croatia __",Lorena,23,796,1007,2904085847
y,@auroraskilaki,"ads,nurse,museum,beach,",Aurora,104,794,570,3903767892
y,@ComedyScript,WRITER seeks finance for black comedy script.A beautiful Nurse(Miss Sweden)in #STOCKHOLM hospital cares for Irish man. Satire.Comedy.Opinion.Parody Hippy Free.,Miss Sweden,738,792,1704,2976514335
y,@beloved_quashaa,19 ___ MBC & Future Nurse Practitioner                 RIP GKS __,LongLiveMyForeverGKS,22164,788,470,3018965494
n,@SuzySmitty,Going to school to be a Nurse and workin as a promoter for The Real Strategy. I am a fan of critical thinking and think intelligence is sexy.,SuzySmitty,8340,788,2394,3677046796
y,@YulandaWhittier,nurse n daycareteacher\singer n dancer\writer,yulanda whittier,1271,787,1977,2366011069
y,@lucyysmartt,Student Mental Health Nurse / Swansea Uni Insta - lucyysmart,l u c y,3625,782,1109,2542743455
y,@SNmidwest,student nurse & Chicago sports lover.,chicago sn,6158,781,188,2650725656
y,@Arvien26,"Christian, Friendly, Loves to Eat, Musician, Nurse, Net Surfer,Professional Gamer, Guitarist, Animal Lover, Loves to Travel, God-fearing.",Reynold Policarpio,2784,780,1155,2479510476
y,@LaniBesin,registered nurse...owner of a small fashionable shop...loves nature...believes in God's perfect time,lanibesin,23,775,1888,2613434682
y,@JadeHaines1,"Life's short so live, love, forgive and be happy. Heart over head all day every day.  Surfing/rugby/cosmetics nurse",My thoughts,414,775,1063,2931602353
n,@Su_Mitch1121,"Living out loud, making each day count, known for wicked sense of humor. Reaching for the stars, protecting animals, love my ink, playing pool & being a nurse",Misscue1121,2150,774,1061,2505745644
n,@TechInstPart,"Experts focused on security solutions including video surveillance, access control, nurse call, emergency communications, wireless & more.",Security Experts,547,773,1408,2724618499
y,@bunnie_bae,Hi I am Daisy a nurse from SAO sissy:@DragonGirl_Iris!!! I heal everyone's booboos :3 and I kick ads with my sword #Pkmnrp #Sao #human #multiverse #HailAqua,AquaNurse Daisy :3,1704,772,1129,2786847112
y,@bean_______,Im me & they just them __Philadelphia model nurse aid .,Honey .,7962,771,766,3342592601
y,@laurakrooney,"Cancer Research UK Lead Research and Information Nurse at the Beatson West of Scotland Cancer Centre, Glasgow. All tweets are my own views.",Laura Rooney,1553,769,913,2955750676
n,@horny_mickie,hi sexy girls and boys and I'm working for @nurse Johnandif you need a check up come to the store and bi,nurse mickie james,779,769,1830,3275112158
y,@SaveHealthNurse,"Male Nurse. Dreams of allowing my body and heart to continuously study, help and progress in the health field to help others...",Save Health Nurse,1058,766,947,2616830250
y,@Nurse_surfing,"A baby boomer RN with many great years nursing experience in leader and staff roles, now a Sr. Nurse Recruiter; I'm one step ahead in meeting customers needs!",Liz Beattie,241,765,2172,2469923516
y,@AdvPracPrep,"Join us for Skills & Procedures Workshops! Nurse Practitioners, Physicians, Physician Assistants, ALL students welcome. Check our website to find class near you",AdvancedPracticePrep,238,765,4459,3837391936
y,@IcyCosplay,"Nurse, Costume designer and model",Icy,474,764,81,2357296046
n,@FeistySnowflake,"[__]_ __ Play with fire, it will burn you_ | Daughter of a war vet and a nurse and sister of @BuckyBarnes1917. @BabyBarnesR is my little angel ||___#MCURP.|#MV.___",On  hiatus,1926,764,1376,3345159131
y,@ginah89121,Retired Nurse just changed my affiliation to Republican TRUMP all the way to the WH. Tired of the Establishment & the libtards. TROLLS BLOCKED,Gina H Las Vegas,16297,761,81,3420540252
y,@Strax_Sontaran,"I am Sontaran Commander Strax! Key member of the Paternoster Gang, founder of The Time Gang, nurse, warrior and butler. I solve crimes. May I take your coat?",Commander Strax,3116,759,1188,2873995022
y,@elizabeth27ann,"Christian, conservative, single mother, Registered Nurse, vocalist, photographer, avid reader, movie lover, and PROUD AMERICAN PATRIOT! GOD, FAMILY, COUNTRY.",elizabeth,2928,756,683,2369588052
y,@ICU_gypsynurse,"Traveling the country, one hospital at a time",ICU Gypsy Nurse,2209,755,394,2925642839
y,@naibaho_siagian,"i'm a nurse II Orang Tua , inspirasi di hari tua ku nanti :)|folback just menstion | 17.06.1995 (_)ǵ`) pin : 59B3B392 tebing-tinggi sumatra utara",Juni andho Naibaho __,28654,754,204,2531473950
n,@_BriAntwanette,You can go by what you heard depending on what they told you. Graduate of 2015  Future Nurse,August 22 __,3065,753,1480,2582868663
y,@littleworldbeka,Beka | Mental health nurse blogging her way through life | #TheGirlGang | instagram - littleworldofbeka | bekatheaker@hotmail.co.uk Derbyshire/Leeds. xo,Beka Louise,9229,753,372,2895797259
n,@heartbreakseven,everything happens for a reason / New York/ future nurse,heartbreakseven,3352,753,628,3051435988
y,@LightenedWinter,_Stand for something or fall for anything__ | Nurse & sister of Bucky. I guess you can say my family's cursed || Single || [#MarvelRP _ MV _ Detailed],Rebecca Barnes,3191,752,1242,3174485969
y,@aduseijennifer1,"just love to take care of people/ nurse , member of the PP HYPE CREW",Papabi _PpHypecrew,11952,752,611,3244964458
y,@andrew_bogg,"new account but same old me, 40 odd year old just making the most of life. Nurse, real ale fan and loves a laugh!",andrew bogg,17851,751,1148,2731633078
n,@AverageAnonMiss,_ Avi Is Not Me _ Future Nurse _ Taken _ HS senior _ 18 _ Twin&Twitter BFF is @stellarbabee_ _ est. 11.8.2014 _,Average AnonyMiss,614,747,344,2893024741
y,@MattmMurdockDD,"i am Matt Murdock a Hell's Kitchen lawyer by day, justice by night i am DD(Rp 18+)Team:Avengers Lover:@E_Natchios__,Friends:Night Nurse,The Punisher,and Ant-Man",Matt Murdock(DD),647,747,1411,3290807787
n,@iamsarahfix,a future nurse | IG: sarahfix96,Sarah.,2594,746,312,2469753673
n,@4angel4ever88,"Hi
 I am a mother, wife, and retired nurse! I enjoy twitter, luv messaging with positive people! Most of all I'm a THERESA and LARRY CAPUTO'S FAN!",Mary Ann Mann,28718,746,323,2635595337
y,@johnhan79583770,"Nurse, Bachelors in Health Care Adm.",john hancock,10646,746,643,3398766433
y,@HSam_Christina,"Personal Nurse&Therapist/Dental Assistant/Future Transcriptionist Beautiful,sweet-Inside&Outside;Gurl*X LUV U guys!#BlackMafia", Heidi Samantha,1835,745,1709,2765227829
n,@Gravydog316,COLD Canadian; future nurse; wannabe wrestler & nude model lol jk,Sarah Brandy Peters,378,743,1214,2788789957
y,@Ironcladirish,Conservative #NRA Retired Nurse #2A #1A #PJNET #OiP CATHOLIC- Family Love OUR USA- God- Patriot  #UnitedWeStand /Dad WAS POW /BOTB/ WW2- Nephew KIA #IRAQ #ORPUW,Corin Morgan-Ryan,2256,743,722,3413037424
y,@JustJaneUK,"walking dead, Boondock Saints, Hello Herman,Andy LIncoln, Norman Reedus, Jon Bernthal. Mum of 3 and full time carer. Former nurse,Bookworm and cat lover.",Jane,8028,742,628,3314698433
n,@jobfindlynur,"View all available Nurse jobs from company sites, job boards and the web at http://jobfindly.com - thousands of new jobs added daily!",Nursing Jobs,59787,742,4831,4658448912
y,@TheBabyfriend,"Horse whispering, Maternity Nurse, Babycare Expert, Writer and Blogger, Criminal Minds Fan, Primal Dieting, Sensible and Silly",Sarah Norris,435,741,774,2989712604
n,@WeekndsNear,athlete | god first | future nurse/children's doctor | in love with the success. | ofwgkta .,__ felica the goat.,1103,739,1251,2900608938
y,@DiAngelina917,Author of Contemporary Romance Novel with seductively sassy scenes. I am a retired nurse who is starting a new chapter in life as an aspiring author.,angelina di,2102,739,1208,3119288109
y,@RMartine_White,lady Freemason OWF & Student Nurse. Student Quality Ambassador. RCN Information Officer. Committee member for RAF Cadets & Royal Navy Sea Cadets.,Reanne Martine White,586,738,2010,2744445353
y,@shimmer_angel,"Future nurse | Class, ass, and a whole lot of sass | header is mine| East Coast",Not cute just psycho,2907,737,782,3320314575
n,@citicorpgroup,"Ex-spanish soap star, work on Law & Order SVU, Blacklists, Nurse Jackie, Elementary, and various indie film.J.D. in law, Ex-U.S.Marine Lt.Colonel,33rd mason.","Isaiah Eli,Actor/Law",1479,734,1948,2995220152
y,@rubyredlips78,"Registered General Nurse/ juice plus user  vintage, fashion and beauty lover. Health and Happiness",__Rachael Adams,977,733,1977,3034946710
n,@ForeverKaee_,Kaee__Chicago __Aries__Future Nurse,__akayla Ren'ee,25824,730,538,2376204242
y,@tseracing1,"God Bless You!!Mother. Nurse. Student. Reedus, Rooker, and Flanery lover. I' m a reader and writer. Life is So Good :) #TWD. #BoondockSaints #HarleyQuinn",Krissyg927,3104,728,1290,2470544553
y,@mommybrief,Official Twitter for http://MommyBrief.com #Mommy. Wife. CEO. Cook. Historian. Nurse. Party Planner. Idea Girl. DIYer. Crafter. Teacher. Sci-fi Geek.,The Mommy Brief,585,728,1242,2837719223
n,@PostGridNovel,The authors of Post Grid invite you to read their EMP novel. Nurse and Officer main characters. #1 Best Seller 5 months in a row!,Nancy Martineau,7590,728,2029,3087038606
n,@Mlp_kiwipunch,"A young, fruit loving, pegasus filly who, one day, wants to become a nurse. Always smells like fruit.",Kiwi Punch,12211,728,381,3125109256
y,@Parkin25Marie,"lincolnshire lass. loves vintage. Sherlock,books, animals and a few people. nurse,be nice i choose your catheter size.",Something about Mary,26880,726,567,3222925163
y,@NaturallyGreer,YouTube Natural hair lover and vlogger. Nurse Practitioner by trade,Paula B.,2097,725,916,2724755085
y,@Sarah_ALICE13,Mental Health nurse. Feminist. Animal lover. Avid reader. Northerner (and proud)!,Sarah Alice,11992,725,1445,3150352669
y,@forhananim1,"Christian, husband, father, dog lover, nurse and runner. Oh, and conservative thinker.",Thomas Hamilton,842,723,1123,2500889025
y,@gessellmel,"Psychiatric nurse, mental health therapist, DBT skills group therapy, Facilitator for ASIST Applied Suicide Intervention Skills Training.",Melanie Gessell,2231,722,961,2411398068
