class,screen_name,description,name,statuses_count,followers_count,friends_count,ID
,@nada_sani,"Akademi Keperawatan PEMDA Sumba Barat | Waikabubak I'm a NURSE !Mention for follback :)",Nada Sani,444,539,1245,2536264737
,@XXXkendraCam,"Asian, cam model, +18 hot girls, big busted wanna squeeze it?",Nurse Kendra,525,539,1427,4036843108
,@AngiyMichael22,A&E Nurse . Previous incarnation as an Emergency Medicine Research Nurse All views are my own .Re-tweets do not necessarily mean endorsement.,Angiy Michael,1302,538,1642,2918885481
,@hsmounce,19 years old; tennessee; nurse; i love Jesus; __,#NAME?,75,538,1747,2945153703
,@Lori_Slocum,"Mom of two, nurse at Eastar Health System & Fundamentalist!",Lori Slocum,109,538,384,2986165567
,@JEAJobs,"25 + years of exp in Healthcare RecruitmenPhysicians, Physician Assistants, Nurse  Practitioners, Physical, Occupational and Speech Therapists, Staff Nurses,",Frances Wiernusz,7513,537,817,2377701324
,@maryelang,"I am a wife, mother, burned-out nurse and published author.",Mary,137,537,750,2549128218
,@DavidAinsNHS,CCG Director of Primary Care; Advanced Nurse Practitioner; Heath advice to celebs/sporting stars. Passionate about the NHS. Views are my own.,David Ainsworth,1760,537,448,2558771055
,@eman4salah1992,palestanian..... live in Jordan..... Nurse  ^_^,Amoon Salah,222,537,718,2710385486
,@RamonaSuperfici,"Semi retired nurse, newly married, baker, food enthusiast, freelance writer, stay at home wife when home, world traveler.",Ramona Superficial,325,536,1142,2418169423
,@GeorgianMess,In love. Future nurse. Christian. Football addict. _.,Queen,1950,536,127,2883303635
,@_bbrreeee_,future registered nurse _ #LSU19 sc:bbrree6,brittneyy_,11079,536,394,2919789162
,@naturalserendi3,Registered Nurse/Aromatherapy,Natural Serendipity,206,536,789,4550453293
,@Leslie_Blount,"I'm an Alabama girl, critical care nurse, wife & mom. I love country music and The Crimson Tide. Roll Tide Roll!",Leslie Blount,935,534,1055,2883081999
,@Alyssa122690,_BSN _Private Nurse _Work hard. Play hard __LovesJM,Alyssa,476,532,1504,3075307231
,@coleleigh3000,"pansexual trans guy | studying to be a nurse practitioner with a focus in mental health and psychiatry | loves art, music, and nature | He/Him",Cole Leigh,194,532,1016,4324122736
,@cherhubsher,__NHL Cheerleader|Registered Nurse__|Aspiring Actress| My Super Sweet 16|MTV's Exiled|MTV 'Most Wanted'|Mrs. Tampa Bay 2015,Cher Hubsher,430,530,651,2969082873
,@renurture,Cosmetic Nurse Inhector,Heather J.,15,530,1709,3271124346
,@ccnairforce,Small town girl going worldwide with the United States Air Force|Doing what I love| Medevac Nurse| Doing the impossible everyday| Baby anon| #flyfightwin,CowgirlinCombatboots,272,530,964,3350688184
,@knifehat1,"Unemployed Nurse, loves puppies, kitties and butterflies, Part time Redneck, part time racial profiler, all Pink Floyd Fan, play with my Steely Dan, All Dude.",Knifehat,634,529,1784,2559465793
,@surabooks,"Sura Books - Leading online competitive exam books for tnpsc group, trb pg, rrb staff nurse, bank, tancet, bsnl jao & other exam study material buy online now.",sura book,2197,529,500,2922322986
,@Anna_m_Edwards,Nottingham Nurse-leading on revalidation & shared governance. Occasional baker & knitter and caught the travel bug. Instagram- Anniexx28,Anna Edwards,1404,528,768,2606688399
,@seethenp,SeeThe NP provides evidence based medical and wellness education which is developed by Nurse Practitioners.,SeetheNP,217,527,148,3290129654
,@RnToday1,"http://Www.ParentalAlienation.simplesite.comREGISTERED NURSE TURNED ACTIVISTHUMAN AND CIVIL RIGHTSTHROUGH AND FOR GOD'S GLORY",MelissaYOwens,5311,527,2093,3596165892
,@nagsusa,"Where Women Meet Weapons Empowering Women : Advancing Freedom through Personal Security, Safety, and Sovereignty.",Nurse & Gun Society,84,527,1561,3917205025
,@janbhess,Advanced Registered Nurse Practitioner who is politically active in trying to improve access to health care by removing barriers to NP practice.,Janice Hess,3547,526,783,2435757688
,@gala_crna,GALA is a social group of LGBT Nurse Anesthetists. We foster a positive & supportive environment & provide educational scholarships for our anesthesia students.,GALA CRNA,2960,526,534,3281170910
,@EDnurserants,tales & rants from a ED nurse,ED Nurse Rants,347,526,723,3319747414
,@__oohNaNa,future pediatric nurse _ fearing Allah ___ : na-ja : success __,Ms. 19 _,8384,525,461,2508031729
,@Ludy_Asher,Registered Nurse and Midwife | Crazy | Lover | FANGIRL: @JustSarahG #AshMatt __ IG: ludygurl http://facebook.com/ludhiii http://ludygurl0502.vsco.co,Ludy Florentino __,4284,525,1637,2582155261
,@JaysGordon,Mom|Wife|Nurse|New Blogger|Bama Football|ATL Braves|Dark Chocolate & Coffee Lover|Wanna Be Writer|Pink|Country Music|British TV Shows|Bama Girl Living In OKC,Jays Gordon,646,524,1338,2790384728
,@no1offers_tees,"Shop graphic tees by category including dogs, cats, fishing, tattoo, nerd, nurse, hunting, christian, sport and more!",Awesome Tee Designs,456,524,1998,3394600095
,@thatloudRN,"RN. I have a lot of tattoos and I curse even more. New to the ER, trying to save a life. #nightshift #KCCO #RNtoBSN then FNP starts in 2016 Avi is me",Im that Nurse,556,523,314,3222625722
,@henry33tan,Henry Tan is a private nurse who also likes sports events. He is very passionate with his work as he loves taking care of other people.,Henry Tan,91045,523,40,3254414976
,@NecrotizinFlesh,"-MAJOR Rob Ford supporter-IOS Hacker/ Icloud X-Rn: Registered Nurse Graduated from College of Psychologists of New York 1993",Dr. Donald Higgs,148,522,1833,2672999792
,@BlockTherapyRN,Registered Nurse & Certified Block Therapy Instructor at Fluid Isometrics. Discover our life-changing body work practice.,Shelley Elhatton,810,522,1035,2841446241
,@TheHappyFatKid,SELF LOVE. Lasallian. Registered Nurse. Optimistic. Gullible. Drama Queen. IG: @dramaqueensimon,Simon Cabrera,4229,521,254,2819705239
,@thorntongillia1,Retired nurse. Buddhist. Love EDM. Especially drum and bass. Very family oriented.,Gillian Thornton,1988,521,1017,2919914897
,@TeamCarliNorris,"Twitter support page fot Actress Carli Norris, probably best known for playing Martha in Hollyoaks but recently cast in Holby City as Nurse Fran Reynolds.",Carli Norris,1,521,7,3094994842
,@ThatPedsMurse,"I'd rather be elbow deep in kid shit than adults. You even nurse, bruh? These are my opinions and dont reflect my employer. Talk baseball to me",PedsRn,1214,521,637,3299491403
,@melkaterupp,"Marathoner, Nurse, UF Grad. and Mom.   #MarathonPitStop #GoT #Nightwatch #TWD. Be careful what you say to me;  my best friend is a sniper. @snipercop21",Mel Kate,1438,520,721,2358705680
,@ReeemAlharthi,"Life is hard, but no one said you had to go through it alone. There is always Allah to help you get through life ..Student at KAU..Nurse",_ ____,641,520,541,2795866040
,@CarleeGrantham,"19, Jesus Lover, UHS Alumni, Employed. KPop lover. Gemini ___ Philippians 4:13, Jeremiah 29:11. Science lover. Military lover. Future Navy Nurse.",Carlee Grantham,2541,520,1133,4105829361
,@KittenishChan,"26/F A fun-sized nurse and a sexy little kitten who loves all things ecchi NSFW 18+",__d____ _______ ______,4314,519,2,2530195238
,@BREADSTIXRYUM,Hi I'm Nurse Compa! Here to help out with your Booboos and stuff!! Especially Neppy! She gets hurt A LOT! @thebeaterhero,__COMPA__,2160,519,768,2804360911
,@NNUBonnie,Assoc. Executive Director of @NationalNurses & Director of @RNRNurses I am a registered nurse and healthcare champion who believes healthcare is a human right!,Bonnie Castillo,675,519,749,3506130508
,@nursecierra,"Poshmark Queen 130K+ followers! _ Future Nurse, SIUC/SIUE _ Shop my closet link in bio",Cierra Motley,824,519,1509,3692129188
,@LeMesaSStMary1,Self made Entrepreneur|Nurse|Manager|Writer|inspiring Actress on the rise...& mother wit! All Business Inquiries|oneonone1@mail.com,Le'Mesa S. St.Mary,897,518,665,3252909326
,@cloverleafchron,"Mom of 6, author, nurse, educator, lover of coffee, a warm fire and a good book. Dreamer, idealist and a firm believer in everything happens for a reason.",E.V. Jones,1686,517,751,2794339938
,@claire_ALN,Learning Disability Acute Liaison and Health Facilitation Nurse for CWPT,Claire Geary,708,517,1176,3047026506
,@tim_redchupka,"freelance illustrator, painter, comic book artist and storyboard artist. Oh, and graduate nurse too.  redchupka@aol.com.",Tim Chupka art,63,517,1166,3128864593
,@SassyAle_XO,___ Future nurse _ 24 _ Overly emotional _ Gaming is my life _ CAT LOVER ____ [#RuneScape @ Miss Honeyy_]___,Alejandra. ,1297,516,1720,2900029944
,@wadznapuntukan,new acct (@pilyangkyuting - first account (hacked) - student nurse,kuting,15319,515,433,3106149409
,@stanwhitt1,"Chair Florida Association of Nurse Practitioners, ARNP, Rural Healthcare Provider",Stan Whittaker,5157,514,857,2612404884
,@OhGoshIts_Tash,future nurse... if i can make it through college,Tosh,3054,512,603,2530202630
,@bethiyotte,Nurse Assistant __ _ Native American / French _,bethany iytte,12391,512,456,2911988958
,@MerDer_obsessed,"a brand-new nurse from Pittsburgh, forever wishing she worked at Grey-Sloan Memorial",Meg,813,512,459,3207458452
,@KMcchord,"Experienced Doctor and Nurse Practitioner led medical cosmetic clinic in the northern suburbs of Perth, Western Australia. Turn back the clock on aging....",TheGlasgowSkinClinic,191,511,834,3221084665
,@OHSnursezoe,"#IOSH accredited nurse. Interest in, #occupationalasthma, #ergonomics & #respiratorysurveillance. Wife, mum, stepmum, former nomad & huge James Bond fan.",zoe lightfoot,901,510,700,2709067160
,@jonnybaldy,"Mental Health Nurse, Improvement Advisor & Programme Lead SPSP Mental Health.  Family, rugby, sport! All views expressed my own however bland! Personal account.",Johnathan MacLennan,413,510,1153,2730958965
,@cindy_masindis,"Nurse, Self driven person, LOGO: When I fall I will Never Stay Down",Cindy Mukansi,318,507,1898,2745834462
,@tommoME78,"How's this,LARRY is the biggest load of bliss, I've ever heard.I'm happy,why can't you accept that-Larry is immortal! _ LOUIS-af.LARRY-af.fangirling.L___H092813 _",LARRY STYLINSON___,22506,507,95,2894403470
,@Seanlicious25,Nurse|Libra|9-25 Instagram @seanlicious25,Sean Ray,2550,506,505,2954305190
,@nourelhodasala1,nour ____  high nurse ____Egypt ____ smile ____Friends__Crazy,bant be 100 ragl,67,504,1139,2481602870
,@Adebisi326,"Retired Nurse, Retired In-Flight Service Manager TWA/American, Talk Fusion Helping People Change thieir Lives....",Adebisi Kannike,25,504,1535,3300680233
,@Graciana91,"__ Student Nurse __ Ambitious __ Spreading God's word __Discover your God given purpose and live it to the fullest #gracelife",Grace Ball,115,503,1218,3668469436
,@GabsBalka,Aspiring Pediatric Nurse Practitioner specialized in Oncology. GCU '18 nursing. In love with my best friend,Gabrielle Pieters,4108,502,605,2781455178
,@cpchamakalayil,"Colleg  lecture.& educational  consultant.  Wife : Cicy Sunny: Staf Nurse. No Children..",Sunnycp,103,502,1866,2876759270
,@http__mariah,"|5_18_15|Future Nurse_æ¢, C/o '18",wavvy.wave__,1279,502,574,2913777975
,@BetaDerHale,RP Account | Married to @SelflessBatman [03/17/15] | Father to @Sassy_Fuzzball | BFF: @AdmirableGinger | #Bi | Content 18+ {Male Nurse at Beacon Hills Hospital},Derek Hale,1471,501,860,2831187616
,@lm_mays,Future Nurse__Mother of 2 boys & a lil princess__ Beyond Blessed__Simply The Best!__,Doll Face,3284,500,692,2408127120
,@fangirl_reedus,"Nurse who loves Norman Reedus, The Walking Dead, SOA, BDS, Breaking Bad, and too many to mention;)))  #twd, #normanreedus",Angie,382,500,872,2868816035
,@iirishx,Do you want my heart between your teeth? // nurse to be //,i r i s h,11491,499,277,2737546640
,@Auntbean09Jill,Nurse. Fishing. Kayaking. Stand-up. Kansas City Chiefs fan. Coach bag connoisseur.,Jill,61,499,214,3048923362
,@TaralynRJohnson,"Writer of YA fiction. Nurse. Farm girl. Love Tchaikovsky, Dutch painters, and happy endings.",Taralyn Johnson,48,497,494,2918973925
,@mightynursemeg,Student Nurse blogger||Follow my journey as I graduate with my BSN and enter the RN world,Mighty Nurse Megan,708,497,492,3271154514
,@hallleslie54,Certified Pediatric Registered Nurse  Bachelor of Science Degree in Criminal Justice with Consentration in Forensic Sciences __TV Series Bones #Bones 12,Leslie Hall,6712,497,859,3291938103
,@TnMurse,Male nursing student. 22. Senior in college. Future flight nurse. Adrenaline junkie. Outdoorsman. Die hard Vols fan. I love whiskey https://ask.fm/Cavalier72,Tennessee Murse,1316,496,372,3000889714
,@Marz_614,17 years young                                          future nurse  music is life,Mariah Angelina,613,495,844,2598943534
,@ER_Nurse_Diva,ER Nurse. Taking life one fentanyl laced heroin overdose at a time.,ER Nurse Diva,442,495,263,3150523897
,@BandBbyAnna,"No baby instruction manual required. Just ask Anna. Maternity Nurse, Postnatal Doula, #Baby #SleepConsultant, sharing her knowledge with parents. 1-1 work.",Bumps&BabiesByAnna,678,494,944,2878155649
,@cathy_moore__,From South Dakota. I'm a nurse anesthetists. Tutor kids part time. Love my horses & my cat Harry Potter.  I heart all things art. I support the arts 100%. :D,Cathy Moore,212,494,2705,4645699508
,@hill_karenhill3,Senior Nurse professional development. Passionate about golden retrievers. All views & thoughts are my own,Karen Hill,5015,493,673,2361529948
,@crash_n2me,", STL Cards fan YADI... Dave Matthews Band _proud Mother..Always Sunny freak #1 Bad Ass Nurse! #savinglives.",Penni Laine,489,493,1719,2740141785
,@EwayyBrown,"Future Nurse, Loving Mom, Friendly person & I always put my family first. #Libra",unBEElievable,320,493,1567,3266242105
,@AlisonLuckham,Happy go lucky Dental Nurse with a love for Tom Burke but has happily stumbled upon Outlander ... Great Scot !!!!,Alison Luckham,12346,492,330,2411507407
,@proud2byounique,"Nurse, traveler, cat lover, and Younique presenter!",Nurse T,84,492,716,2713054530
,@LongLostStark,Daughter of Tony Stark but raised by a preacher. Certified nerd. Nurse/Student 18+ RP/ Crossovers welcome,Elizabeth Stark,4736,492,981,2876737773
,@SalliPilcherNHS,#Hellomynameis Salli Assiciate Director of Nursing at Cumbria Partnership FT & Queens Nurse. Views my own. RT do not mean agreement or endorsement.,Salli Pilcher,2125,491,718,2372115888
,@zandilez636,"im a nurse by profession, twin cster, born again wonderfully an fearfully made, friendly pearson an easy to talk too.",Zandile Zandy,40,491,1404,2911041388
,@leaskalechip,lea michele's kale chip! living life in hopes to become a nurse! dreaming of nyc travels! I'm just Lea and Suicide Squad trash! no curr!,Allie ____,4906,490,732,3437699991
,@CelineFanpage,Hollyoaks Fanpage for Nurse Celine played by the lovely @sgeorge92 Still waiting for Sarah George to follow me x,Hollyoaks Celine,523,489,498,2826751063
,@Satalightdish,"Hi, im trish, i am studying health and social care.And have ambitions to go to uni and hopefully become a nurse or doctor i tweet bk xxxxxxx",Patricia todd,69,488,1533,2458369251
,@audreyringrose,"Graduate S.U.N.Y Morrisville College, University of Rochester in N.Y Nurse, From A Family of Cops/Vets! Patriot, God Bless U.S.A Trump for President 2016!",Audra,1117,487,444,2479657623
,@ranieldale,25 | Manga reader | Series addict | Registered nurse,Raniel Dale,135,487,205,3138546487
,@MothersNatureMA,"Prenatal, Postpartum, Neonatal & Lactation Visiting Nurse Services & Education/Groups, 2D/3D/4D Mobile Ultrasound",Mother's Nature,136,486,2005,3076424392
,@UANurseResearch,"University of Alberta, Research Portfolio, Faculty of Nursing",UofA Nurse Research,1252,485,300,2879976888
,@stephanienettl2,From  Atlanta  Ga.  Retired  Nurse  Loving  Mother  of  4  Beautiful  Children  &  Love  my  Grandbabies  2  Much  !! ;-),Stephanie   Nettles,391,484,1182,2568387534
,@wynter_simone,"nursery nurse, montessorian",Simone Bell-Wynter,2039,484,854,2774770012
,@mjafari47,"Artist, realistic painter, nurse https://www.facebook.com/pages/Mojgan-Jafari/807545999353316?sk=timeline  https://www.facebook.com/profile.php?id=100009559330694",Mojgan Jafari,581,482,465,2981335012
,@DreeaaaJ,follow me sc: its_dreaa15 CHS '16. Psalms 73:26 ~Aspiring OB Nurse~,Andrea,1836,482,439,3091163876
,@roniefhelapsay1,"I'm a Nurse who love to write poems, C.E.O and Founder of My Life, Researcher,and Academic writer.",ronie nurse/writer,2627,481,535,2441541025
,@SierraRex,"Future Nurse, Snap: sierrarexx",Sierra Rex,4211,481,259,2584092319
,@RandiWoodford,"Being a werewolf is a part of who I am, but I'll always be a human first. Nurse, friend to @MoonGodArtemis. [RP OC. #TheVortexRP. FC: Christina Perri]",Randi Woodford,5121,479,324,2450129588
,@e6c4a9e9889d40a,"former nurse,caregiver to elderly.Alzheimer's,dementia patients.mother Saints fan,Republican,pro life pro gun #Andrew Marc leather.no pornography.Jesus lover",Susansuno358,2362,479,743,3169508226
,@ashleyrenee_6,"Stay Golden_|Future kiddo nurse @j_decardenas__",Ashley Rodriguez,13066,478,468,3035285089
,@SpexyLexi,"Loved up, fucked up Nurse with copious amounts of sarcasm...  http://favstar.fm/users/SpexyLexi",Lexi Spex,188,476,1017,2870715544
,@Strictly_Zoe,Big Strictly Come Dancing Fan. Paediatric Nurse. __,Strictly_Zoe,2007,476,50,3131038330
,@falroubaiai,Life lover | Knowledge seeker | Food obsessed | #ThirdCultureKid | Registered Nurse | Quality improvement enthusiast @BCPSQC | Views are mine.,Fatima Al-Roubaiai,1237,475,1271,2856840935
,@drjendoering,"Registered Nurse, Scientist and Professor who loves moms and babieshttps://www.facebook.com/drjenniferdoering?fref=ts",Dr. Jennifer Doering,360,475,1259,3589714876
,@soccerguy1515,___Soccer Player___|Certified Nurse Assistant Snapchat/ Instagram: nicholastmoore,YourSoccerGuy,200,473,1246,4797017193
,@Tyde_1,"I am a registered nurse who has traveled the nontraditional nursing path, I am very close to finishing my Masters in Nursing with emphasis on Rural healthcare",Scott Watts,29,472,30,2999423130
,@MelaniesFiber,"A country girl who reads, writes, loves walking, is a nurse, creates with wool, and most importantly loves her Savior Jesus Christ.http://onthefarm.etsy.com",On The Farm,1188,471,903,2398046708
,@Guardian_Lily,Hi its Nurse Lilly aka Emma's Guardian in the witches council doing my best to protect Emma,Lily,70,469,181,2703417085
,@whitegirl4eva02,"The School Of Arts And Enterprise__{future nurse}",_Aubree_,751,469,801,2752428553
,@TheMindNurse,20 year old studying Mental Health Nursing however suffering from BI-Polar disorder myself. Looking to help others whilst using this as a tool to help myself.,The Mind Nurse,67,469,1673,2874311155
,@AllAboard1991,Retired blackout queen. FL girl. Patriots fan. Future nurse. Grey's Anatomy junkie. Coffee addict. Prosecco lover. Queen of sass & class. Cunning & stunning.,Sasshole,673,469,790,4412191035
,@LindaMannsLinne,I am a semi-retired nurse taking care of my grandchildren,Linda Manns Linneman,78130,468,2632,2597293170
,@salazar121378,"Registered  NurseAdvocate @ HomeAdvocate Healthcare",Sha-sha Salazar,34718,468,1184,3106045522
,@serri_b,"Mom, Nurse, Caligirl.Not that cool but will follow you.SM addict .Life is tough but your swaggness makes a difference.No DM's please & thank you __",Serri Benik,40,467,459,2937737155
,@RNalways4ever,"Nurse, wife, stepmother, daughter, student, patient advocate, pro-life, pro-vaccine, Christian, volunteer, compassionate, overachiever, lover, fighter.","Cassandra, RN",2350,467,1521,2991375160
,@SarahBurton1983,"my student nurse experience from university to graduation. May also mention: ingress, health,guinea pigs, travel, harry potter, gaming, hamster and reading",Sarah: Student Nurse,1249,467,381,3052934623
,@EthanTaj11,"Niner Faithful !! Male nurse...#tattoo Success is not final, failure is not fatal, it is courage to continue that counts",missyamom,2743,466,688,2392614963
,@julia_towns,23. Your grandpas favorite nurse. Sports fanatic. Professional Dallas Cowboys hater. Fantasy football goddess. #EaglesNation above all.,Julia,3685,466,452,2802924508
,@aaronburkholde4,hi everybody my name is Aaron Franklin and my other name is Burkholder one of them names on my nickname I'm gonna put a new picture nurse so hope you guys like,a f b 3,4065,466,1642,3145108371
,@AmbriaBone,"I'm a singer, growing up wanting to be a nurse, actress, and fashion designer, I love my life......",Ambria Bone,25,466,1406,3304000724
,@Juulyeeen,lasallian student nurse _// snapchat: juulyeeen,Marinella,11830,465,320,2403299982
,@jrobbzz,19. student nurse. _,Josie Roberts,1471,465,359,2621829814
,@shellieboo364,|Dorman alumni Class of '12| PCT CNA | Work a full time nursing job| Major in college is to be a Nurse to become a Traveling BSN RIH Markeith Tracy 10-06-2015,Nurse Shell,8346,464,488,2409400750
,@CDesRock88,Nurse/Manager/Adult Babysit: I give you IVs so you're not hungover & make sure you don't drink too much at your gigs! Midnite Panda  YYZ,Christa DesRochers,509,463,700,2533315556
,@Quin_Marek,Dylan O'Brien is the only man in my life(-: your future nurse.,Princess Q,6847,463,332,2941547557
,@MariamSimpal,Bla bla bla bla bla bla | student nurse | soon to be future RN.,Colon Mariam,359,463,1302,3184657255
,@2dogsplusbaby,"The good, the bad and the dog hair covered adventures of living with 2 dogs and raising a baby! Mum - Wife - ICU Nurse - wine, tea and chocolate lover!",2dogsplusbaby,47,463,612,3429459117
,@knifton2,"Avid dog lover, Buddhist meditator, lover of the Natural world, Nurse. Interested current world affairs and anything concerning the planet",Lynn Charlesworth,2661,463,936,4184939056
,@Harrietilistic,Student nurse,Harriet May Zapata,2109,462,300,2876781578
,@KristyTheresa,"Mom, nurse, community volunteer. Nothing is more opaque than absolute transparency.",Kristy Lee,893,462,1424,2985776569
,@breedaniellexo,"Bree Danielle ; Senior ; '14 Indiana State bound next fall . _ Future Nurse . Outgoing . Laid back . Easy to get along with . follow me , I follow back .",bree danielle ___,541,461,1326,2456745433
,@Rad_Aesthetics,"Experienced Dental Surgeon & Registered Nurse Providing Facial Aesthetic treatments to Merseyside and beyond. Clinic dates & Mobile services available.",Radiance Aesthetics,70,461,1784,2774242641
,@rachel_dumais,"Nurse, Optimist, Nerd, Kindness Advocate, Healthy Lifestyle Enthusiast",Rachel Dumais,2424,460,728,2758648869
,@LizAllibone,"Nurse. Head of Clinical Education. Chair of @NurseEdUK. Energised by pt care, learning & teaching in practice, human factors Pro animal welfare. Views own",Liz Allibone,1092,460,476,2841111857
,@KathleenDolphin,"Child of God, Daughter, Mother, Grandmother, Registered Nurse, Patient Advocate, Dog Parent, Aspiring Artist. Future vintage caravan owner.",Kathleen Dolphin,488,460,724,3072457605
,@montrubytea,"{ Your cup of Tea from Myanmar. } We nurse, plant, manufacture, pack, market and distribute just for your cup of tea.",Mont Ruby Tea,200,460,1084,4082374755
,@Ohh_Nailah,"WestVirginiaUniversity'19, Future Nurse, Faith is all that's needed__",VintageGal,1585,458,444,2784398128
,@CutelyPuff,Hello~ I'm Ribbon it's a pleasure to meet you! try not to fall asleep...|Nurse Puff| Lv. 35 #Female #Wild #SSBRP/#PokeRP,Ribbon Puff,576,458,721,2996665527
,@S3Solutions4U,#Halifax NS Based #Technology Company #Communications #Wireless #Nurse Call #Security #Video Surveillance #Access #cabling #PhoneSystem #VoIP #DATA #Networks,S3 Solutions ,636,457,960,2533226820
,@ashaaaa_b,21 | IG - ashaaa_b | Student Nurse,Asha,809,457,510,3100457378
,@pokecon_bot,"END NURSE JOY DEATH PANELS. by @NoraReed. PAY HER! Patreon: https://www.patreon.com/norareedPaypal: http://paypal.me/norareed",Pokconservative,2228,457,1,4322522602
,@lyric4596_lyric,"God is 1st, c/o 2015, Future Nurse, #EMCC17 #Lions",Lyric,4423,456,479,2368254330
,@lewdnurseslut,18+ I'll make it all better ;) #bi #lewdRP #sexRP can be futa NO LIMITS #openDMs,Nurse Jamie,530,455,320,3302097679
,@bellaaawilson,'I decided long ago never to walk in anyone's shadow' _                                          Student Nurse,Bella Wilson,16,455,994,4366295893
,@shirley27jones,"Ex nurse. Loves the Arts,  Hates rude people!Born 27th February.",shirley jones,4366,454,855,3092012093
,@nightingaleink,"Nurse. Midwife. Teacher. And now, author. I love being healthy, and it's my goal to share tips, hacks, news and recipes that I find useful and interesting :)",Lorraine Nightingale,77,453,558,4377891014
,@CorpDominatrix,"Role-play your way to success with 6 tactics of the mistress archetypes of ï©The Corporate Dominatrix_æ¢ : Goddess, Queen, Amazon, Governess, Nurse & Schoolgirl!",Lisa Robyn Berkowitz,1036,452,394,2511216337
,@ThaaatsSoRaven,"ïè\_()_/ïè be nice to me, I could be your nurse one day",Raven E Gonzales,8391,452,298,2521788322
,@QOL4olderadults,Nurse scientist passionate about promoting quality of life for AA with dementia and their family caregivers through healthy activities. RT are not endorsements.,"Fayron Epps,PhD,RN",508,452,781,2670627452
,@christineloffer,Registered Nurse who jumped into the hospitality world!!!!,Chrissy Loffert,209,452,1194,2713699185
,@mamma_life,"Mamma to Caroline, Joshua, and Vivian - 1 on earth, 2 waiting for us in heaven | Engaged to my sweet fianc, Tanner | L&D Nurse |",Working Mamma Life,923,450,439,3087581121
,@ellehcim1Dluv,FoReVeR DIRECTIONER / Loves alden so much / great dreamer / stud. nurse / Ms. STYLES / the writer of my own story / Hi! Louis!,hcim nolamuj,2123,450,890,3109934881
,@Crazyformascara,"Hi! I'm Rikki! A mommy, wifey, kid nurse, & makeup lover!! Found a new love YOUNIQUE!Instagram @crazyformascara & http://Facebook.com/crazyformascara",Rikki Huffstetler,288,449,1984,2754534927
,@brieannabee,"1 peter 5:7___, 19, CNA (certified nurse aide),",__Brieanna Mae__,1646,449,862,2914073761
,@HBarnesPhD,Nurse Practitioner. PhD. Post-Doctoral Fellow @Penn_CHOPR - Fellow at @PennLDI - @PennNursing & Runner.,Hilary Barnes,940,448,629,2407616011
,@TheFuriousNurse,Wanna find out what I am all about? Follow me,The Furious Nurse,6523,447,422,2369070302
,@mwleonard64,"Writter, Speaker, Clinical Nurse Educator, RN 28 years. Love writing and sharing creative thoughts and stories. Found my Voice so no stopping me now.",Melanie W Leonard,26,447,1194,2544056774
,@abbie_tuffin,Student Vet Nurse,Scabby Muffin,365,446,563,2453513682
,@Thank_A_Nurse,Join us in showing your support for the millions of nurses caring for people worldwide.,Thank A Nurse,552,446,765,2474551664
,@Davies74E,#Hellomynameis Claire. Patient Experience & Quality Lead for @ManchesterREH  @CMFTNHS Passionate about patient experience & leading change #ProudtoCare #nurse__,Claire Davies,3500,446,977,2496628903
,@MariniTika2,"29 agustus 1983NurseMarried",rini marini,148,446,1029,3249760164
,@LloydShaz,"im 28, __ I'm a pallative care nurse for the elderly. love my job. music lover! Done a bit of modelling in my time too. x",Shaz ,3715,445,636,2487234695
,@O2BAGoonerUSA,"Registered Nurse , US Navy Vet. #Arsenal TILL I DIE Golf #Beatles #LedZeppelin #COYG #Gooners #AFC #FOYS #VCC #GoonerFamily  #Invincibles #Gunners #UpTheGunners",American Gooner,427,445,531,4742800100
,@Nurse_RK,"ED Nurse, QI Fellow, Darzi Fellow 14/15, Health Foundation Q Founding Cohort. Passionate nurse & service improvement enthusiast. Tweeting in a personal capacity",Rebecca Kenny,929,443,617,2887281471
,@Indielnd,LAVC #15 ___. Future Registered Nurse _‹â»,Linda Gonzalez,943,442,440,2853554042
,@xxgeexx44,"mummy, nurse, eternal optimist lol",Georgina Prince,10375,442,3637,3384669875
,@gungirlfungirl,"wife, mother, nurse for 16 years retired at 38, now gun range owner, and big time conspiracy theorist, i believe in life after death, time travel and chocolate",Tyffany Vermaelen,326,441,1928,2824124615
,@callme_mechelle,future neonatal nurse,kenyatta,1337,440,411,2468208275
,@SolomonBarroa,"Surreal and Fractal Artist (http://society6.com/solomonbarroa, http://fineartamerica.com/profiles/solomon-barroa.html), Published Author (http://www.amazon.com/Solomon-Barroa-RN/e/B00AV3V34S), Writer, Nurse",Solomon Barroa,2014,440,440,2820410185
,@KyLehman13,"Novelist, children's author, swim teacher, veterinary nurse in the making, wife to my high school sweetheart & the proud mother of our 3 very tall sons.",Ky Lehman,144,440,486,2834777293
,@janice_laughlin,"Nurse...Mom...Wife..Freedom-loving, Gun-Toting Conservative",Janice Laughlin,1804,439,1170,2913160128
,@PJCracknellACC,Assistant County Commissioner (Explorer Scouts) and Training Advisor for @GLNEScouts | DSNL and ADC for @lichfieldscouts | Nurse for @stjohnambulance #London,Phil Cracknell,339,438,1544,2420397589
,@anntew1,"wife, mum, nurse, travel lover, one of 45%",AnnChicagoScotland,4583,438,1085,2759676790
,@spicticus,"ED Nurse, father, husband, #chiver #LDS Always try and find the humor in everything",bigern,2060,438,956,2911917285
